Table Code,State Code,Area Name,Total/Rural/Urban,Female Main Workers/Marginal Workers,Marital Status,Female - Population,Total Female - Main/Marginal Workers,A - Cultivators,,A - Agricultural Labourers,"A - Plantation, Livestock, Forestry, Fishing, Hunting and Allied Activities",B,C - HHI,C - Non HHI,D & E,F,G - HHI,G - Non HHI,H,I,J - HHI,J - Non HHI,K to M,N to O,P to Q,R to U - HHI,R to U - Non HHI
B1717,23,State - Madhya Pradesh,Total,Marginal Workers,Never Married,636940,638285,143449,,370769,12635,739,15954,11747,73,11551,0,2801,687,407,4,236,332,501,5070,8416,52914
B1717,23,State - Madhya Pradesh,Total,Marginal Workers,Married,4096803,4095452,877372,,2676358,73435,4974,116387,51719,367,88465,9,18215,2746,3364,24,242,763,3698,15100,42348,119866
B1717,23,State - Madhya Pradesh,Total,Marginal Workers,Widowed,308184,307582,52339,,199345,5244,582,9354,5817,53,10981,0,3375,404,1210,6,10,48,608,1691,2654,13861
B1717,23,State - Madhya Pradesh,Total,Marginal Workers,Separated,35089,34950,3026,,25112,420,105,926,927,9,1850,0,367,63,111,0,3,11,75,418,199,1328
B1717,23,State - Madhya Pradesh,Total,Marginal Workers,Divorced,10093,10135,945,,6916,143,18,283,397,4,468,0,181,15,42,0,1,14,25,115,73,495
B1717,23,State - Madhya Pradesh,Rural,Total Female Workers,Total,9973221,9972658,3173376,,5681536,130885,17640,236465,83333,1225,134566,28,33675,6589,7161,17,359,1503,14965,189145,72954,187236
B1717,23,State - Madhya Pradesh,Rural,Total Female Workers,Never Married,957287,958292,262509,,565175,15123,1774,19634,10964,125,13261,3,2511,1146,520,3,114,264,966,14443,9269,40488
B1717,23,State - Madhya Pradesh,Rural,Total Female Workers,Married,8262607,8261751,2702388,,4683080,106552,13736,197396,64070,888,107606,24,25803,4652,4989,13,209,987,11130,147201,59577,131450
B1717,23,State - Madhya Pradesh,Rural,Total Female Workers,Widowed,663148,662618,195874,,371511,8358,1887,17425,6770,171,11264,1,4624,704,1398,1,32,233,2637,22198,3716,13814
B1717,23,State - Madhya Pradesh,Rural,Total Female Workers,Separated,70341,70136,9735,,48432,665,204,1580,1119,35,1957,0,553,72,200,0,0,13,186,3967,300,1118
B1717,23,State - Madhya Pradesh,Rural,Total Female Workers,Divorced,19838,19861,2870,,13338,187,39,430,410,6,478,0,184,15,54,0,4,6,46,1336,92,366
B1717,23,State - Madhya Pradesh,Rural,Main Workers,Total,5241375,5241160,2120178,,2496739,46558,11800,121606,49170,902,55407,23,22591,4472,5938,15,324,1363,13100,178254,27544,85176
B1717,23,State - Madhya Pradesh,Rural,Main Workers,Never Married,379897,380126,122289,,202303,3140,1076,7972,5529,81,4743,3,1417,746,394,3,98,235,861,12896,2371,13969
B1717,23,State - Madhya Pradesh,Rural,Main Workers,Married,4420012,4419971,1844309,,2081844,39070,9183,102022,38133,647,44347,19,17126,3148,4110,11,191,882,9636,139079,23357,62857
B1717,23,State - Madhya Pradesh,Rural,Main Workers,Widowed,390240,389958,144830,,181200,3961,1387,10439,4520,140,5197,1,3503,531,1213,1,32,229,2400,21235,1632,7507
B1717,23,State - Madhya Pradesh,Rural,Main Workers,Separated,39830,39741,6801,,24566,313,129,940,715,30,899,0,404,40,179,0,0,11,160,3759,148,647
B1717,23,State - Madhya Pradesh,Rural,Main Workers,Divorced,11396,11364,1949,,6826,74,25,233,273,4,221,0,141,7,42,0,3,6,43,1285,36,196
B1717,23,State - Madhya Pradesh,Rural,Marginal Workers,Total,4731846,4731498,1053198,,3184797,84327,5840,114859,34163,323,79159,5,11084,2117,1223,2,35,140,1865,10891,45410,102060
B1717,23,State - Madhya Pradesh,Rural,Marginal Workers,Never Married,577390,578166,140220,,362872,11983,698,11662,5435,44,8518,0,1094,400,126,0,16,29,105,1547,6898,26519
B1717,23,State - Madhya Pradesh,Rural,Marginal Workers,Married,3842595,3841780,858079,,2601236,67482,4553,95374,25937,241,63259,5,8677,1504,879,2,18,105,1494,8122,36220,68593
B1717,23,State - Madhya Pradesh,Rural,Marginal Workers,Widowed,272908,272660,51044,,190311,4397,500,6986,2250,31,6067,0,1121,173,185,0,0,4,237,963,2084,6307
B1717,23,State - Madhya Pradesh,Rural,Marginal Workers,Separated,30511,30395,2934,,23866,352,75,640,404,5,1058,0,149,32,21,0,0,2,26,208,152,471
B1717,23,State - Madhya Pradesh,Rural,Marginal Workers,Divorced,8442,8497,921,,6512,113,14,197,137,2,257,0,43,8,12,0,1,0,3,51,56,170
B1717,23,State - Madhya Pradesh,Urban,Total Female Workers,Total,1453942,1454146,79999,,200074,19646,5078,115639,174717,2642,113007,163,84124,16596,17256,155,7247,20473,62244,245121,21789,268176
B1717,23,State - Madhya Pradesh,Urban,Total Female Workers,Never Married,208477,208719,6097,,15706,1288,314,14760,26673,292,9645,28,9416,2392,1392,40,3300,5189,6968,42238,3790,59191
B1717,23,State - Madhya Pradesh,Urban,Total Female Workers,Married,1034748,1035258,65631,,158330,15055,2822,87376,122879,1751,82690,126,57290,11036,11158,97,3487,13373,41443,176568,16031,168115
B1717,23,State - Madhya Pradesh,Urban,Total Female Workers,Widowed,180088,179384,7809,,22103,2964,1850,11751,20826,556,17385,9,15242,2929,4054,14,351,1605,12673,20414,1741,35108
B1717,23,State - Madhya Pradesh,Urban,Total Female Workers,Separated,21411,21312,355,,3024,253,74,1182,2739,25,2593,0,1425,183,506,2,70,173,720,3668,172,4148
B1717,23,State - Madhya Pradesh,Urban,Total Female Workers,Divorced,9218,9473,107,,911,86,18,570,1600,18,694,0,751,56,146,2,39,133,440,2233,55,1614
B1717,23,State - Madhya Pradesh,Urban,Main Workers,Total,1098679,1099240,56066,,106371,12096,4500,87594,138273,2459,78851,159,70269,14798,13345,123,6790,19445,59202,233618,13509,181772
B1717,23,State - Madhya Pradesh,Urban,Main Workers,Never Married,148927,148600,2868,,7809,636,273,10468,20361,263,6612,28,7709,2105,1111,36,3080,4886,6572,38715,2272,32796
B1717,23,State - Madhya Pradesh,Urban,Main Workers,Married,780540,781586,46338,,83208,9102,2401,66363,97097,1625,57484,122,47752,9794,8673,75,3263,12715,39239,169590,9903,116842
B1717,23,State - Madhya Pradesh,Urban,Main Workers,Widowed,144812,144462,6514,,13069,2117,1768,9383,17259,534,12471,9,12988,2698,3029,8,341,1561,12302,19686,1171,27554
B1717,23,State - Madhya Pradesh,Urban,Main Workers,Separated,16833,16757,263,,1778,185,44,896,2216,21,1801,0,1207,152,416,2,67,164,671,3458,125,3291
B1717,23,State - Madhya Pradesh,Urban,Main Workers,Divorced,7567,7835,83,,507,56,14,484,1340,16,483,0,613,49,116,2,39,119,418,2169,38,1289
B1717,23,State - Madhya Pradesh,Urban,Marginal Workers,Total,355263,354906,23933,,93703,7550,578,28045,36444,183,34156,4,13855,1798,3911,32,457,1028,3042,11503,8280,86404
B1717,23,State - Madhya Pradesh,Urban,Marginal Workers,Never Married,59550,60119,3229,,7897,652,41,4292,6312,29,3033,0,1707,287,281,4,220,303,396,3523,1518,26395
B1717,23,State - Madhya Pradesh,Urban,Marginal Workers,Married,254208,253672,19293,,75122,5953,421,21013,25782,126,25206,4,9538,1242,2485,22,224,658,2204,6978,6128,51273
B1717,23,State - Madhya Pradesh,Urban,Marginal Workers,Widowed,35276,34922,1295,,9034,847,82,2368,3567,22,4914,0,2254,231,1025,6,10,44,371,728,570,7554
B1717,23,State - Madhya Pradesh,Urban,Marginal Workers,Separated,4578,4555,92,,1246,68,30,286,523,4,792,0,218,31,90,0,3,9,49,210,47,857
B1717,23,State - Madhya Pradesh,Urban,Marginal Workers,Divorced,1651,1638,24,,404,30,4,86,260,2,211,0,138,7,30,0,0,14,22,64,17,325
B1717,24,State - Gujarat,Total,Total Female Workers,Total,6766833,6768579,1203051,,3189824,582683,8906,92289,292092,33071,127420,32,126361,23167,16622,49,10524,36449,36650,352654,41087,595648
B1717,24,State - Gujarat,Total,Total Female Workers,Never Married,971576,972181,142431,,444711,37009,1664,16768,83626,2851,21258,8,18435,3929,2566,9,3986,8790,6930,53440,6248,117522
B1717,24,State - Gujarat,Total,Total Female Workers,Married,5186708,5187848,977119,,2460561,515935,6560,67110,178892,22870,87315,22,86552,15751,9953,35,5842,24902,24327,266487,31247,406368
B1717,24,State - Gujarat,Total,Total Female Workers,Widowed,531833,531965,77481,,251705,26811,582,7185,23246,6725,16392,2,18183,3121,3415,5,527,1981,4395,24488,3183,62538
B1717,24,State - Gujarat,Total,Total Female Workers,Separated,35367,35077,2767,,16004,1269,58,488,3038,260,1251,0,1211,163,341,0,68,243,410,3357,158,3991
B1717,24,State - Gujarat,Total,Total Female Workers,Divorced,41349,41508,3253,,16843,1659,42,738,3290,365,1204,0,1980,203,347,0,101,533,588,4882,251,5229
B1717,24,State - Gujarat,Total,Main Workers,Total,3797679,3800058,671909,,1482790,318734,6729,52126,235798,28818,90681,27,106116,20725,12690,34,9940,34394,34010,331153,18314,345070
B1717,24,State - Gujarat,Total,Main Workers,Never Married,521971,523087,65156,,190663,15787,1243,9552,68432,2288,14343,6,15920,3468,1852,9,3712,8301,6373,49025,2766,64191
B1717,24,State - Gujarat,Total,Main Workers,Married,2838145,2839466,546769,,1106633,284661,4898,36735,141656,19871,61019,21,71219,14019,7511,23,5553,23464,22507,250878,13529,228500
B1717,24,State - Gujarat,Total,Main Workers,Widowed,381949,381905,56264,,164883,16570,512,5021,20165,6113,13385,0,16110,2896,2789,2,516,1895,4183,23337,1800,45464
B1717,24,State - Gujarat,Total,Main Workers,Separated,25909,25706,1755,,10397,813,40,309,2706,230,962,0,1069,149,257,0,68,229,388,3230,89,3015
B1717,24,State - Gujarat,Total,Main Workers,Divorced,29705,29894,1965,,10214,903,36,509,2839,316,972,0,1798,193,281,0,91,505,559,4683,130,3900
B1717,24,State - Gujarat,Total,Marginal Workers,Total,2969154,2968521,531142,,1707034,263949,2177,40163,56294,4253,36739,5,20245,2442,3932,15,584,2055,2640,21501,22773,250578
B1717,24,State - Gujarat,Total,Marginal Workers,Never Married,449605,449094,77275,,254048,21222,421,7216,15194,563,6915,2,2515,461,714,0,274,489,557,4415,3482,53331
B1717,24,State - Gujarat,Total,Marginal Workers,Married,2348563,2348382,430350,,1353928,231274,1662,30375,37236,2999,26296,1,15333,1732,2442,12,289,1438,1820,15609,17718,177868
B1717,24,State - Gujarat,Total,Marginal Workers,Widowed,149884,150060,21217,,86822,10241,70,2164,3081,612,3007,2,2073,225,626,3,11,86,212,1151,1383,17074
B1717,24,State - Gujarat,Total,Marginal Workers,Separated,9458,9371,1012,,5607,456,18,179,332,30,289,0,142,14,84,0,0,14,22,127,69,976
B1717,24,State - Gujarat,Total,Marginal Workers,Divorced,11644,11614,1288,,6629,756,6,229,451,49,232,0,182,10,66,0,10,28,29,199,121,1329
B1717,24,State - Gujarat,Rural,Total Female Workers,Total,5398508,5397538,1171944,,3069673,550827,6512,41068,88097,4951,48398,4,28936,4668,3479,6,541,2154,5680,129568,22248,218784
B1717,24,State - Gujarat,Rural,Total Female Workers,Never Married,705404,704062,137577,,427784,33502,1215,6419,28574,559,8447,3,2886,651,519,0,192,441,1052,14830,3164,36247
B1717,24,State - Gujarat,Rural,Total Female Workers,Married,4261615,4262095,954128,,2374658,491216,4824,31521,52606,3342,34701,1,21076,3393,2314,5,279,1446,3956,101167,17469,163993
B1717,24,State - Gujarat,Rural,Total Female Workers,Widowed,382771,382674,74448,,236160,23485,388,2704,5310,953,4573,0,4295,544,558,1,55,213,535,10584,1453,16415
B1717,24,State - Gujarat,Rural,Total Female Workers,Separated,23091,22977,2657,,15153,1128,50,168,833,50,334,0,246,39,48,0,0,18,58,1218,55,922
B1717,24,State - Gujarat,Rural,Total Female Workers,Divorced,25627,25730,3134,,15918,1496,35,256,774,47,343,0,433,41,40,0,15,36,79,1769,107,1207
B1717,24,State - Gujarat,Rural,Main Workers,Total,2736781,2736676,652079,,1407512,297253,4630,19735,65043,3750,26544,3,20296,3832,2714,3,505,1973,5027,120355,8394,97028
B1717,24,State - Gujarat,Rural,Main Workers,Never Married,321235,320666,62797,,180840,13618,872,3193,21743,385,4125,3,2044,512,377,0,179,399,924,13338,1096,14221
B1717,24,State - Gujarat,Rural,Main Workers,Married,2126808,2127477,531847,,1054318,268203,3361,14632,37592,2489,18665,0,14115,2747,1796,3,259,1331,3495,94126,6514,71984
B1717,24,State - Gujarat,Rural,Main Workers,Widowed,257094,256887,53867,,153024,13930,334,1638,4357,797,3297,0,3566,505,466,0,53,195,488,10036,695,9639
B1717,24,State - Gujarat,Rural,Main Workers,Separated,15407,15329,1676,,9779,710,34,102,719,40,209,0,204,31,41,0,0,16,52,1162,29,525
B1717,24,State - Gujarat,Rural,Main Workers,Divorced,16237,16317,1892,,9551,792,29,170,632,39,248,0,367,37,34,0,14,32,68,1693,60,659
B1717,24,State - Gujarat,Rural,Marginal Workers,Total,2661727,2660862,519865,,1662161,253574,1882,21333,23054,1201,21854,1,8640,836,765,3,36,181,653,9213,13854,121756
B1717,24,State - Gujarat,Rural,Marginal Workers,Never Married,384169,383396,74780,,246944,19884,343,3226,6831,174,4322,0,842,139,142,0,13,42,128,1492,2068,22026
B1717,24,State - Gujarat,Rural,Marginal Workers,Married,2134807,2134618,422281,,1320340,223013,1463,16889,15014,853,16036,1,6961,646,518,2,20,115,461,7041,10955,92009
B1717,24,State - Gujarat,Rural,Marginal Workers,Widowed,125677,125787,20581,,83136,9555,54,1066,953,156,1276,0,729,39,92,1,2,18,47,548,758,6776
B1717,24,State - Gujarat,Rural,Marginal Workers,Separated,7684,7648,981,,5374,418,16,66,114,10,125,0,42,8,7,0,0,2,6,56,26,397
B1717,24,State - Gujarat,Rural,Marginal Workers,Divorced,9390,9413,1242,,6367,704,6,86,142,8,95,0,66,4,6,0,1,4,11,76,47,548
B1717,24,State - Gujarat,Urban,Total Female Workers,Total,1368325,1371041,31107,,120151,31856,2394,51221,203995,28120,79022,28,97425,18499,13143,43,9983,34295,30970,223086,18839,376864
B1717,24,State - Gujarat,Urban,Total Female Workers,Never Married,266172,268119,4854,,16927,3507,449,10349,55052,2292,12811,5,15549,3278,2047,9,3794,8349,5878,38610,3084,81275
B1717,24,State - Gujarat,Urban,Total Female Workers,Married,925093,925753,22991,,85903,24719,1736,35589,126286,19528,52614,21,65476,12358,7639,30,5563,23456,20371,165320,13778,242375
B1717,24,State - Gujarat,Urban,Total Female Workers,Widowed,149062,149291,3033,,15545,3326,194,4481,17936,5772,11819,2,13888,2577,2857,4,472,1768,3860,13904,1730,46123
B1717,24,State - Gujarat,Urban,Total Female Workers,Separated,12276,12100,110,,851,141,8,320,2205,210,917,0,965,124,293,0,68,225,352,2139,103,3069
B1717,24,State - Gujarat,Urban,Total Female Workers,Divorced,15722,15778,119,,925,163,7,482,2516,318,861,0,1547,162,307,0,86,497,509,3113,144,4022
B1717,24,State - Gujarat,Urban,Main Workers,Total,1060898,1063382,19830,,75278,21481,2099,32391,170755,25068,64137,24,85820,16893,9976,31,9435,32421,28983,210798,9920,248042
B1717,24,State - Gujarat,Urban,Main Workers,Never Married,200736,202421,2359,,9823,2169,371,6359,46689,1903,10218,3,13876,2956,1475,9,3533,7902,5449,35687,1670,49970
B1717,24,State - Gujarat,Urban,Main Workers,Married,711337,711989,14922,,52315,16458,1537,22103,104064,17382,42354,21,57104,11272,5715,20,5294,22133,19012,156752,7015,156516
B1717,24,State - Gujarat,Urban,Main Workers,Widowed,124855,125018,2397,,11859,2640,178,3383,15808,5316,10088,0,12544,2391,2323,2,463,1700,3695,13301,1105,35825
B1717,24,State - Gujarat,Urban,Main Workers,Separated,10502,10377,79,,618,103,6,207,1987,190,753,0,865,118,216,0,68,213,336,2068,60,2490
B1717,24,State - Gujarat,Urban,Main Workers,Divorced,13468,13577,73,,663,111,7,339,2207,277,724,0,1431,156,247,0,77,473,491,2990,70,3241
B1717,24,State - Gujarat,Urban,Marginal Workers,Total,307427,307659,11277,,44873,10375,295,18830,33240,3052,14885,4,11605,1606,3167,12,548,1874,1987,12288,8919,128822
B1717,24,State - Gujarat,Urban,Marginal Workers,Never Married,65436,65698,2495,,7104,1338,78,3990,8363,389,2593,2,1673,322,572,0,261,447,429,2923,1414,31305
B1717,24,State - Gujarat,Urban,Marginal Workers,Married,213756,213764,8069,,33588,8261,199,13486,22222,2146,10260,0,8372,1086,1924,10,269,1323,1359,8568,6763,85859
B1717,24,State - Gujarat,Urban,Marginal Workers,Widowed,24207,24273,636,,3686,686,16,1098,2128,456,1731,2,1344,186,534,2,9,68,165,603,625,10298
B1717,24,State - Gujarat,Urban,Marginal Workers,Separated,1774,1723,31,,233,38,2,113,218,20,164,0,100,6,77,0,0,12,16,71,43,579
B1717,24,State - Gujarat,Urban,Marginal Workers,Divorced,2254,2201,46,,262,52,0,143,309,41,137,0,116,6,60,0,9,24,18,123,74,781
B1717,25,State - Daman & Diu,Total,Total Female Workers,Total,13837,13924,824,,410,246,59,302,5958,163,670,0,1196,105,210,0,29,108,389,1745,25,1485
B1717,25,State - Daman & Diu,Total,Total Female Workers,Never Married,2552,2559,61,,52,68,8,76,1175,8,210,0,130,23,38,0,14,17,79,335,7,258
B1717,25,State - Daman & Diu,Total,Total Female Workers,Married,9375,9388,613,,269,109,50,185,4217,109,394,0,749,72,115,0,13,83,235,1245,15,915
B1717,25,State - Daman & Diu,Total,Total Female Workers,Widowed,1653,1688,143,,83,60,1,36,440,42,61,0,288,10,54,0,2,6,60,129,3,270
B1717,25,State - Daman & Diu,Total,Total Female Workers,Separated,144,159,5,,2,5,0,5,65,2,1,0,15,0,3,0,0,2,13,14,0,27
B1717,25,State - Daman & Diu,Total,Total Female Workers,Divorced,113,130,2,,4,4,0,0,61,2,4,0,14,0,0,0,0,0,2,22,0,15
B1717,25,State - Daman & Diu,Total,Main Workers,Total,11821,11944,349,,219,193,59,62,5619,151,573,0,1046,103,175,0,23,102,378,1678,10,1204
B1717,25,State - Daman & Diu,Total,Main Workers,Never Married,2171,2210,35,,23,42,8,3,1103,7,190,0,121,23,34,0,11,15,79,306,5,205
B1717,25,State - Daman & Diu,Total,Main Workers,Married,7975,7995,213,,139,90,50,45,3981,101,325,0,630,70,93,0,10,79,230,1212,5,722
B1717,25,State - Daman & Diu,Total,Main Workers,Widowed,1443,1479,97,,55,53,1,14,415,39,53,0,267,10,46,0,2,6,57,124,0,240
B1717,25,State - Daman & Diu,Total,Main Workers,Separated,130,141,4,,0,5,0,0,62,2,1,0,15,0,2,0,0,2,10,14,0,24
B1717,25,State - Daman & Diu,Total,Main Workers,Divorced,102,119,0,,2,3,0,0,58,2,4,0,13,0,0,0,0,0,2,22,0,13
B1717,25,State - Daman & Diu,Total,Marginal Workers,Total,2016,1980,475,,191,53,0,240,339,12,97,0,150,2,35,0,6,6,11,67,15,281
B1717,25,State - Daman & Diu,Total,Marginal Workers,Never Married,381,349,26,,29,26,0,73,72,1,20,0,9,0,4,0,3,2,0,29,2,53
B1717,25,State - Daman & Diu,Total,Marginal Workers,Married,1400,1393,400,,130,19,0,140,236,8,69,0,119,2,22,0,3,4,5,33,10,193
B1717,25,State - Daman & Diu,Total,Marginal Workers,Widowed,210,209,46,,28,7,0,22,25,3,8,0,21,0,8,0,0,0,3,5,3,30
B1717,25,State - Daman & Diu,Total,Marginal Workers,Separated,14,18,1,,2,0,0,5,3,0,0,0,0,0,1,0,0,0,3,0,0,3
B1717,25,State - Daman & Diu,Total,Marginal Workers,Divorced,11,11,2,,2,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,2
B1717,25,State - Daman & Diu,Rural,Total Female Workers,Total,4441,4441,716,,358,148,2,205,1440,33,249,0,438,23,63,0,2,7,74,380,15,288
B1717,25,State - Daman & Diu,Rural,Total Female Workers,Never Married,800,800,54,,43,41,0,60,329,1,65,0,34,6,14,0,1,0,10,77,2,63
B1717,25,State - Daman & Diu,Rural,Total Female Workers,Married,2877,2877,541,,238,65,1,130,901,27,144,0,277,10,35,0,1,7,49,269,13,169
B1717,25,State - Daman & Diu,Rural,Total Female Workers,Widowed,683,683,115,,74,36,1,15,163,5,35,0,120,7,13,0,0,0,14,31,0,54
B1717,25,State - Daman & Diu,Rural,Total Female Workers,Separated,44,44,4,,2,2,0,0,27,0,1,0,4,0,1,0,0,0,1,1,0,1
B1717,25,State - Daman & Diu,Rural,Total Female Workers,Divorced,37,37,2,,1,4,0,0,20,0,4,0,3,0,0,0,0,0,0,2,0,1
B1717,25,State - Daman & Diu,Rural,Main Workers,Total,3304,3304,276,,187,124,2,21,1336,25,221,0,382,23,59,0,2,7,74,366,4,195
B1717,25,State - Daman & Diu,Rural,Main Workers,Never Married,623,623,33,,21,32,0,2,307,0,56,0,29,6,14,0,1,0,10,74,0,38
B1717,25,State - Daman & Diu,Rural,Main Workers,Married,2043,2043,168,,117,57,1,14,827,22,129,0,236,10,33,0,1,7,49,261,4,107
B1717,25,State - Daman & Diu,Rural,Main Workers,Widowed,565,565,72,,48,30,1,5,157,3,31,0,110,7,11,0,0,0,14,28,0,48
B1717,25,State - Daman & Diu,Rural,Main Workers,Separated,40,40,3,,0,2,0,0,26,0,1,0,4,0,1,0,0,0,1,1,0,1
B1717,25,State - Daman & Diu,Rural,Main Workers,Divorced,33,33,0,,1,3,0,0,19,0,4,0,3,0,0,0,0,0,0,2,0,1
B1717,25,State - Daman & Diu,Rural,Marginal Workers,Total,1137,1137,440,,171,24,0,184,104,8,28,0,56,0,4,0,0,0,0,14,11,93
B1717,25,State - Daman & Diu,Rural,Marginal Workers,Never Married,177,177,21,,22,9,0,58,22,1,9,0,5,0,0,0,0,0,0,3,2,25
B1717,25,State - Daman & Diu,Rural,Marginal Workers,Married,834,834,373,,121,8,0,116,74,5,15,0,41,0,2,0,0,0,0,8,9,62
B1717,25,State - Daman & Diu,Rural,Marginal Workers,Widowed,118,118,43,,26,6,0,10,6,2,4,0,10,0,2,0,0,0,0,3,0,6
